127.0.0.1 - - [05/Sep/2023:16:45:59 +0900] "GET / HTTP/1.1" 404 807
127.0.0.1 - - [05/Sep/2023:16:46:01 +0900] "GET /sosodiary/common/index.do HTTP/1.1" 200 7686
127.0.0.1 - - [05/Sep/2023:16:46:01 +0900] "GET /sosodiary/resources/css/index.css HTTP/1.1" 200 2835
127.0.0.1 - - [05/Sep/2023:16:46:01 +0900] "GET /sosodiary/resources/css/reset.css HTTP/1.1" 200 1309
127.0.0.1 - - [05/Sep/2023:16:46:01 +0900] "GET /sosodiary/resources/css/header.css HTTP/1.1" 200 1292
127.0.0.1 - - [05/Sep/2023:16:46:01 +0900] "GET /sosodiary/resources/js/index.js HTTP/1.1" 200 285
127.0.0.1 - - [05/Sep/2023:16:46:01 +0900] "GET /sosodiary/resources/js/jquery-3.6.4.min.js HTTP/1.1" 200 89797
127.0.0.1 - - [05/Sep/2023:16:46:01 +0900] "GET /sosodiary/diaryimage?diaNo=15 HTTP/1.1" 200 32011
127.0.0.1 - - [05/Sep/2023:16:46:01 +0900] "GET /sosodiary/diaryimage?diaNo=16 HTTP/1.1" 200 21697
127.0.0.1 - - [05/Sep/2023:16:46:01 +0900] "GET /sosodiary/resources/images/indexImg1.png HTTP/1.1" 200 40607
127.0.0.1 - - [05/Sep/2023:16:46:01 +0900] "GET /sosodiary/diaryimage?diaNo=10 HTTP/1.1" 200 59110
127.0.0.1 - - [05/Sep/2023:16:46:01 +0900] "GET /sosodiary/resources/images/indexImg3.png HTTP/1.1" 200 61391
127.0.0.1 - - [05/Sep/2023:16:46:01 +0900] "GET /sosodiary/resources/css/footer.css HTTP/1.1" 200 812
127.0.0.1 - - [05/Sep/2023:16:46:01 +0900] "GET /sosodiary/resources/images/indexImg2.png HTTP/1.1" 200 48307
127.0.0.1 - - [05/Sep/2023:16:46:03 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [05/Sep/2023:16:46:05 +0900] "GET /sosodiary/member/login.do HTTP/1.1" 200 4498
127.0.0.1 - - [05/Sep/2023:16:46:05 +0900] "GET /sosodiary/resources/css/login.css HTTP/1.1" 200 2418
